origin_country,origin_wps_score,origin_region,asylum_country,asylum_wps_score,asylum_region,total_female_displaced,female_percentage
Kenya,0.542,SSA,Ethiopia,0.516,"SSA, FS",2884,0.5084626234132581
Ukraine,0.645,"CEE&CA, FS",Azerbaijan,0.653,CEE&CA,2866,0.560641627543036
Togo,0.562,SSA,Benin,0.587,SSA,2863,0.60058737151248165
Lao People's Dem. Rep.,0.698,EAP,France,0.864,DC,2840,0.45813840942087436
Colombia,0.551,LAC,Italy,0.811,DC,2835,0.45425412594135556
Afghanistan,0.279,"SA, FS",Belgium,0.912,DC,2832,0.17753259779338015
Afghanistan,0.279,"SA, FS",Spain,0.862,DC,2823,0.510488245931284
Bangladesh,0.526,SA,France,0.864,DC,2807,0.16653811925244735
Cuba,,,Costa Rica,0.824,LAC,2792,0.33801452784503633
Dem. Rep. of the Congo,0.583,"SSA, FS",Namibia,0.608,SSA,2744,0.46762099522835721
Bosnia and Herzegovina,0.753,CEE&CA,Denmark,0.939,DC,2706,0.47192186955005233
Eritrea,,,Netherlands (Kingdom of the),0.905,DC,2697,0.19797401453424357
Russian Federation,0.718,CEE&CA,Austria,0.898,DC,2656,0.498685692827638
Guinea,0.527,SSA,Belgium,0.912,DC,2653,0.555951383067896
Stateless,,,Belarus,0.739,CEE&CA,2641,0.46992882562277583
Eritrea,,,Denmark,0.939,DC,2625,0.47910202591713819
Albania,0.731,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,2569,0.28852201257861637
Senegal,0.657,SSA,France,0.864,DC,2567,0.5204785077047851
Unknown ,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,2563,0.44143988976920429
Rwanda,0.624,SSA,France,0.864,DC,2560,0.49401775376302587
Afghanistan,0.279,"SA, FS",Denmark,0.939,DC,2531,0.47512671297165382
Burundi,0.407,"SSA, FS",Belgium,0.912,DC,2517,0.45042949176807445
Pakistan,0.462,SA,Malaysia,0.738,EAP,2514,0.44035733053074094
Türkiye,0.664,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,2507,0.24559169278996865
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",Paraguay,0.768,LAC,2484,0.44516129032258067
Azerbaijan,0.653,CEE&CA,France,0.864,DC,2436,0.46801152737752161
Eritrea,,,Libya,0.608,"MENA, FS",2427,0.30956632653061222
Colombia,0.551,LAC,Mexico,0.558,LAC,2426,0.23286619312727971
Cameroon,0.451,"SSA, FS",Canada,0.885,DC,2420,0.48829701372074252
Lebanon,0.575,"MENA, FS",Germany,0.869,DC,2417,0.40862214708368555
Rwanda,0.624,SSA,Zambia,0.566,SSA,2404,0.47500493973523017
El Salvador,0.691,LAC,Italy,0.811,DC,2388,0.36225728155339804
Ukraine,0.645,"CEE&CA, FS",Luxembourg,0.918,DC,2379,0.62820174280433061
Syrian Arab Rep.,0.364,"MENA, FS",Morocco,0.668,MENA,2341,0.42969897209985314
Colombia,0.551,LAC,Chile,0.739,LAC,2338,0.52433281004709575
Ethiopia,0.516,"SSA, FS",Canada,0.885,DC,2331,0.44072603516732844
Rwanda,0.624,SSA,Canada,0.885,DC,2326,0.47314890154597233
Türkiye,0.664,CEE&CA,Belgium,0.912,DC,2321,0.31411557720936528
Somalia,0.455,"MENA, FS",Italy,0.811,DC,2289,0.2740989103101425
Ukraine,0.645,"CEE&CA, FS",Iceland,0.932,DC,2264,0.55818540433925046
Nigeria,0.495,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,2228,0.29017973430580879
Iraq,0.51,"MENA, FS",Egypt,0.617,MENA,2226,0.50833523635533229
Burundi,0.407,"SSA, FS",South Africa,0.648,SSA,2225,0.27217125382262997
Tunisia,0.671,MENA,Italy,0.811,DC,2201,0.31264204545454544
Viet Nam,0.721,EAP,United Kingdom of Great Britain and Northern Ireland,0.864,DC,2174,0.24954086317722682
Dem. Rep. of the Congo,0.583,"SSA, FS",Belgium,0.912,DC,2135,0.51858149137721643
Iran (Islamic Rep. of),0.608,SA,France,0.864,DC,2120,0.39114391143911437
Senegal,0.657,SSA,Gambia,0.528,SSA,2107,0.51140776699029122
Russian Federation,0.718,CEE&CA,Spain,0.862,DC,2091,0.33633585330545279
Iran (Islamic Rep. of),0.608,SA,Denmark,0.939,DC,2081,0.47092102285584975
United States of America,0.84,DC,Canada,0.885,DC,2068,0.47398578959431586
Somalia,0.455,"MENA, FS",Belgium,0.912,DC,2046,0.53827940015785325
Chile,0.739,LAC,Canada,0.885,DC,2042,0.4874671759369778
Iraq,0.51,"MENA, FS",Switzerland,0.877,DC,2034,0.47018030513176146
Iraq,0.51,"MENA, FS",Sweden,0.924,DC,2011,0.35542594556380347
El Salvador,0.691,LAC,Spain,0.862,DC,2005,0.50529233870967738
Sri Lanka,0.706,SA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,1989,0.2537313432835821
Iran (Islamic Rep. of),0.608,SA,Sweden,0.924,DC,1983,0.3730950141110066
Eritrea,,,Kenya,0.542,SSA,1981,0.50497068569971959
Iraq,0.51,"MENA, FS",Lebanon,0.575,"MENA, FS",1960,0.4438405797101449
Syrian Arab Rep.,0.364,"MENA, FS",Brazil,0.632,LAC,1957,0.29664999242079731
Algeria,0.621,MENA,Canada,0.885,DC,1955,0.34112720293142557
Cameroon,0.451,"SSA, FS",France,0.864,DC,1936,0.33834323663054877
Ukraine,0.645,"CEE&CA, FS",Malta,0.841,DC,1927,0.71343946686412441
Iraq,0.51,"MENA, FS",Italy,0.811,DC,1909,0.26536002224075617
Ethiopia,0.516,"SSA, FS",France,0.864,DC,1906,0.38081918081918081
Romania,0.801,CEE&CA,Canada,0.885,DC,1887,0.4564586357039187
Afghanistan,0.279,"SA, FS",Canada,0.885,DC,1882,0.3061656092402798
Ukraine,0.645,"CEE&CA, FS",Spain,0.862,DC,1871,0.0083693425302164125
Somalia,0.455,"MENA, FS",Switzerland,0.877,DC,1852,0.40374972749073468
Ethiopia,0.516,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,1850,0.38971982304613439
El Salvador,0.691,LAC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,1845,0.46982429335370512
Yemen,0.323,"MENA, FS",Germany,0.869,DC,1845,0.25493989222053337
Syrian Arab Rep.,0.364,"MENA, FS",Saudi Arabia,0.739,MENA,1840,0.47705470572984182
Bangladesh,0.526,SA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,1840,0.1572112098427888
Ukraine,0.645,"CEE&CA, FS",Belarus,0.739,CEE&CA,1830,0.041297136280549727
Yemen,0.323,"MENA, FS",Netherlands (Kingdom of the),0.905,DC,1809,0.18005374738727978
Iraq,0.51,"MENA, FS",Netherlands (Kingdom of the),0.905,DC,1802,0.23105526349531991
Somalia,0.455,"MENA, FS",Netherlands (Kingdom of the),0.905,DC,1794,0.28101503759398494
Stateless,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,1789,0.3829195205479452
Afghanistan,0.279,"SA, FS",Finland,0.921,DC,1768,0.42115292996665077
Uganda,0.587,SSA,Kenya,0.542,SSA,1766,0.43767038413878562
Iraq,0.51,"MENA, FS",Denmark,0.939,DC,1749,0.46990865126276193
Chad,0.476,"SSA, FS",France,0.864,DC,1747,0.36950084602368866
Afghanistan,0.279,"SA, FS",Netherlands (Kingdom of the),0.905,DC,1729,0.1835261649506422
Libya,0.608,"MENA, FS",Germany,0.869,DC,1711,0.36396511380557328
South Sudan,0.411,"SSA, FS",Central African Rep.,0.362,"SSA, FS",1687,0.522938623682579
Chad,0.476,"SSA, FS",Cameroon,0.451,"SSA, FS",1685,0.38540713632204943
Cameroon,0.451,"SSA, FS",Germany,0.869,DC,1680,0.38435140700068632
Viet Nam,0.721,EAP,Germany,0.869,DC,1647,0.43058823529411766
Iran (Islamic Rep. of),0.608,SA,Switzerland,0.877,DC,1638,0.50030543677458761
Algeria,0.621,MENA,France,0.864,DC,1617,0.39583843329253365
Yemen,0.323,"MENA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,1610,0.34248032333546052
Lebanon,0.575,"MENA, FS",Canada,0.885,DC,1595,0.42140026420079263
Iran (Islamic Rep. of),0.608,SA,Netherlands (Kingdom of the),0.905,DC,1594,0.25094458438287154
Türkiye,0.664,CEE&CA,Austria,0.898,DC,1592,0.34243923424392342
Togo,0.562,SSA,Ghana,0.639,SSA,1589,0.46489174956114687
Rwanda,0.624,SSA,Mozambique,0.548,"SSA, FS",1587,0.41167315175097274
Somalia,0.455,"MENA, FS",Malaysia,0.738,EAP,1579,0.56232193732193736
Syrian Arab Rep.,0.364,"MENA, FS",Canada,0.885,DC,1573,0.48866107486797145
China,0.685,EAP,Germany,0.869,DC,1572,0.441201234914398
Ethiopia,0.516,"SSA, FS",Lebanon,0.575,"MENA, FS",1565,0.937125748502994
Burkina Faso,0.507,"SSA, FS",Italy,0.811,DC,1540,0.14915254237288136
Stateless,,,Sweden,0.924,DC,1521,0.22253108997805413
Somalia,0.455,"MENA, FS",Ireland,0.891,DC,1516,0.3734910076373491
Zimbabwe,0.59,"SSA, FS",Ireland,0.891,DC,1490,0.55700934579439254
Morocco,0.668,MENA,Spain,0.862,DC,1483,0.30589933993399337
Burundi,0.407,"SSA, FS",Canada,0.885,DC,1448,0.4652956298200514
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",France,0.864,DC,1445,0.47564186965108624
Guinea,0.527,SSA,Canada,0.885,DC,1444,0.37178166838311022
Central African Rep.,0.362,"SSA, FS",South Sudan,0.411,"SSA, FS",1441,0.52191235059760954
Rwanda,0.624,SSA,Kenya,0.542,SSA,1434,0.47420634920634919
Egypt,0.617,MENA,Germany,0.869,DC,1425,0.30750971083297368
Somalia,0.455,"MENA, FS",Zambia,0.566,SSA,1419,0.28210735586481112
Sudan,0.397,"MENA, FS",Jordan,0.686,MENA,1390,0.28367346938775512
China,0.685,EAP,Italy,0.811,DC,1388,0.43025418474891508
Russian Federation,0.718,CEE&CA,Belgium,0.912,DC,1385,0.40867512540572443
Dem. Rep. of the Congo,0.583,"SSA, FS",Norway,0.924,DC,1369,0.26276391554702494
Peru,0.701,LAC,Canada,0.885,DC,1369,0.47370242214532871
Stateless,,,Austria,0.898,DC,1354,0.34549630007655013
Somalia,0.455,"MENA, FS",Finland,0.921,DC,1352,0.41485118134397053
Somalia,0.455,"MENA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,1347,0.31420573827851644
State of Palestine,,,Lebanon,0.575,"MENA, FS",1341,0.58203125
Sudan,0.397,"MENA, FS",Germany,0.869,DC,1340,0.24430264357338194
Syrian Arab Rep.,0.364,"MENA, FS",Yemen,0.323,"MENA, FS",1338,0.46750524109014674
Sri Lanka,0.706,SA,Italy,0.811,DC,1336,0.23401646523033806
Afghanistan,0.279,"SA, FS",Indonesia,0.678,EAP,1329,0.2556752597152751
Angola,0.601,SSA,Canada,0.885,DC,1322,0.479159115621602
Tajikistan,0.685,CEE&CA,Germany,0.869,DC,1313,0.41855275741153969
Dem. Rep. of the Congo,0.583,"SSA, FS",Germany,0.869,DC,1312,0.48827688872348346
Somalia,0.455,"MENA, FS",Denmark,0.939,DC,1306,0.47097006851785073
Unknown ,,,Guatemala,0.561,LAC,1292,0.31185131547188027
Morocco,0.668,MENA,Italy,0.811,DC,1287,0.12552423680873889
Ethiopia,0.516,"SSA, FS",Sweden,0.924,DC,1285,0.43544561165706541
Myanmar,0.442,"EAP, FS",Indonesia,0.678,EAP,1285,0.47965658827920865
Somalia,0.455,"MENA, FS",Greece,0.752,DC,1272,0.34537062177572631
Morocco,0.668,MENA,Germany,0.869,DC,1270,0.31584183039045016
Brazil,0.632,LAC,Canada,0.885,DC,1265,0.47378277153558052
Ecuador,0.612,LAC,Guatemala,0.561,LAC,1259,0.42983953567770572
Cuba,,,Suriname,0.779,LAC,1256,0.46227456753772544
Ecuador,0.612,LAC,Mexico,0.558,LAC,1252,0.20164277661459173
Iraq,0.51,"MENA, FS",Belgium,0.912,DC,1249,0.35282485875706215
Cote d'Ivoire,0.589,SSA,Germany,0.869,DC,1248,0.49037328094302551
Yemen,0.323,"MENA, FS",Djibouti,0.56,MENA,1246,0.35068955811989866
Eritrea,,,South Sudan,0.411,"SSA, FS",1244,0.32633788037775446
Colombia,0.551,LAC,France,0.864,DC,1230,0.42253521126760563
Niger,0.492,"SSA, FS",Benin,0.587,SSA,1217,0.60880440220110055
Cameroon,0.451,"SSA, FS",Italy,0.811,DC,1210,0.28271028037383178
Syrian Arab Rep.,0.364,"MENA, FS",Finland,0.921,DC,1195,0.38773523685918238
Rep. of Moldova,0.821,CEE&CA,Germany,0.869,DC,1193,0.44038390550018458
Sri Lanka,0.706,SA,Germany,0.869,DC,1189,0.26791347453808023
Angola,0.601,SSA,Mexico,0.558,LAC,1182,0.48343558282208587
Ecuador,0.612,LAC,Spain,0.862,DC,1167,0.44815668202764974
Unknown ,,,Paraguay,0.768,LAC,1163,0.51597160603371783
Argentina,0.791,LAC,Spain,0.862,DC,1157,0.44620131122252216
Türkiye,0.664,CEE&CA,Italy,0.811,DC,1145,0.23879040667361837
Bahamas,,,Canada,0.885,DC,1139,0.53904401325130147
Cameroon,0.451,"SSA, FS",Belgium,0.912,DC,1131,0.396981396981397
Afghanistan,0.279,"SA, FS",Norway,0.924,DC,1125,0.25993530499075784
Burundi,0.407,"SSA, FS",France,0.864,DC,1117,0.43684004692999606
Russian Federation,0.718,CEE&CA,Argentina,0.791,LAC,1114,0.43841007477371113
Syrian Arab Rep.,0.364,"MENA, FS",Italy,0.811,DC,1111,0.28298522669383597
Eritrea,,,Greece,0.752,DC,1110,0.33363390441839497
Yemen,0.323,"MENA, FS",Ethiopia,0.516,"SSA, FS",1102,0.42466281310211945
Afghanistan,0.279,"SA, FS",Malaysia,0.738,EAP,1101,0.40065502183406115
State of Palestine,,,Germany,0.869,DC,1099,0.25981087470449171
Georgia,0.798,CEE&CA,Ireland,0.891,DC,1080,0.35714285714285715
Cuba,,,Canada,0.885,DC,1079,0.4757495590828924
Eritrea,,,Norway,0.924,DC,1069,0.27138867732927141
Albania,0.731,CEE&CA,Germany,0.869,DC,1068,0.53695324283559576
Hungary,0.832,CEE&CA,Canada,0.885,DC,1061,0.49188687992582292
El Salvador,0.691,LAC,Guatemala,0.561,LAC,1061,0.34650555192684518
North Macedonia,0.787,CEE&CA,Germany,0.869,DC,1060,0.500945179584121
State of Palestine,,,France,0.864,DC,1058,0.39083856667898043
Ethiopia,0.516,"SSA, FS",Switzerland,0.877,DC,1049,0.47294860234445446
Syrian Arab Rep.,0.364,"MENA, FS",Romania,0.801,CEE&CA,1036,0.38484398216939081
Mozambique,0.548,"SSA, FS",Zimbabwe,0.59,"SSA, FS",1036,0.1224007561436673
Bangladesh,0.526,SA,Italy,0.811,DC,1033,0.023463407986189979
Viet Nam,0.721,EAP,Thailand,0.761,EAP,1012,0.46485989894350022
China,0.685,EAP,Switzerland,0.877,DC,1011,0.49901283316880551
State of Palestine,,,Spain,0.862,DC,1007,0.47747747747747749
Gambia,0.528,SSA,Germany,0.869,DC,1007,0.36406362979031093
Syrian Arab Rep.,0.364,"MENA, FS",Tunisia,0.671,MENA,1001,0.41882845188284518
Kuwait,0.723,MENA,Iraq,0.51,"MENA, FS",998,0.62103298070939639
Comoros,0.59,"SSA, FS",France,0.864,DC,989,0.40040485829959516
Paraguay,0.768,LAC,Spain,0.862,DC,987,0.42396907216494845
Eritrea,,,Luxembourg,0.918,DC,978,0.33899480069324089
Angola,0.601,SSA,Germany,0.869,DC,974,0.52934782608695652
Yemen,0.323,"MENA, FS",Malaysia,0.738,EAP,959,0.30492845786963435
Egypt,0.617,MENA,Canada,0.885,DC,959,0.42508865248226951
Libya,0.608,"MENA, FS",France,0.864,DC,957,0.3558943845295649
Sudan,0.397,"MENA, FS",Sweden,0.924,DC,940,0.40326040326040324
Somalia,0.455,"MENA, FS",Spain,0.862,DC,939,0.51650165016501648
Guinea,0.527,SSA,Italy,0.811,DC,933,0.17607095678429893
Gambia,0.528,SSA,Italy,0.811,DC,923,0.21445167286245354
Syrian Arab Rep.,0.364,"MENA, FS",Malaysia,0.738,EAP,909,0.33892617449664431
Senegal,0.657,SSA,Italy,0.811,DC,909,0.23248081841432225
Sierra Leone,0.601,SSA,Germany,0.869,DC,890,0.47695605573419081
Cote d'Ivoire,0.589,SSA,Canada,0.885,DC,889,0.41542056074766354
Yemen,0.323,"MENA, FS",Greece,0.752,DC,878,0.32761194029850749
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Switzerland,0.877,DC,877,0.51709905660377353
Pakistan,0.462,SA,France,0.864,DC,870,0.18790496760259179
Eritrea,,,Italy,0.811,DC,870,0.27786649632705207
Bosnia and Herzegovina,0.753,CEE&CA,Germany,0.869,DC,863,0.54413619167717531
Dem. Rep. of the Congo,0.583,"SSA, FS",Denmark,0.939,DC,860,0.47200878155872666
Cote d'Ivoire,0.589,SSA,Morocco,0.668,MENA,859,0.53620474406991259
Jordan,0.686,MENA,Ireland,0.891,DC,858,0.32038834951456313
Liberia,0.512,SSA,Cote d'Ivoire,0.589,SSA,857,0.52415902140672788
Zimbabwe,0.59,"SSA, FS",Canada,0.885,DC,855,0.54983922829581988
Sierra Leone,0.601,SSA,Guinea,0.527,SSA,853,0.48938611589214
Albania,0.731,CEE&CA,Italy,0.811,DC,852,0.37699115044247788
Indonesia,0.678,EAP,Malaysia,0.738,EAP,849,0.98036951501154734
Rwanda,0.624,SSA,Germany,0.869,DC,849,0.42922143579373107
Iran (Islamic Rep. of),0.608,SA,Belgium,0.912,DC,849,0.35126189491104676
Niger,0.492,"SSA, FS",Nigeria,0.495,"SSA, FS",847,0.05655715811965812
Jordan,0.686,MENA,Canada,0.885,DC,838,0.2264252904620373
Central African Rep.,0.362,"SSA, FS",Mali,0.478,"SSA, FS",837,0.55725699067909451
Türkiye,0.664,CEE&CA,Sweden,0.924,DC,835,0.386037910309755
Senegal,0.657,SSA,Spain,0.862,DC,830,0.11701677710418723
Belarus,0.739,CEE&CA,Germany,0.869,DC,828,0.46256983240223465
Kuwait,0.723,MENA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,823,0.26218540936604012
Mali,0.478,"SSA, FS",Cote d'Ivoire,0.589,SSA,818,0.52774193548387094
Eritrea,,,South Africa,0.648,SSA,809,0.3502164502164502
Somalia,0.455,"MENA, FS",Canada,0.885,DC,808,0.31599530700039108
Sudan,0.397,"MENA, FS",Spain,0.862,DC,807,0.53514588859416445
Pakistan,0.462,SA,Thailand,0.761,EAP,806,0.43170862346009642
Senegal,0.657,SSA,Canada,0.885,DC,796,0.20457465947057313
Jamaica,0.703,LAC,Canada,0.885,DC,792,0.42764578833693306
Dem. Rep. of the Congo,0.583,"SSA, FS",Switzerland,0.877,DC,787,0.55539872971065629
Afghanistan,0.279,"SA, FS",Iraq,0.51,"MENA, FS",785,0.25703994760969223
Russian Federation,0.718,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,785,0.4171094580233794
Nicaragua,0.659,LAC,Guatemala,0.561,LAC,777,0.30638801261829651
Ethiopia,0.516,"SSA, FS",Libya,0.608,"MENA, FS",774,0.36927480916030536
Rwanda,0.624,SSA,South Africa,0.648,SSA,769,0.430089485458613
Unknown ,,,Denmark,0.939,DC,765,0.4713493530499076
Chad,0.476,"SSA, FS",Niger,0.492,"SSA, FS",760,0.063112439794054148
Tajikistan,0.685,CEE&CA,Kyrgyzstan,0.697,CEE&CA,758,0.54532374100719427
Pakistan,0.462,SA,Ireland,0.891,DC,758,0.30713128038897891
Iraq,0.51,"MENA, FS",Canada,0.885,DC,757,0.345662100456621
Dominican Rep.,0.675,LAC,Uruguay,0.822,LAC,752,0.53447050461975831
Sudan,0.397,"MENA, FS",Canada,0.885,DC,743,0.3737424547283702
Ukraine,0.645,"CEE&CA, FS",Brazil,0.632,LAC,742,0.54398826979472137
Stateless,,,Switzerland,0.877,DC,737,0.58168902920284138
Egypt,0.617,MENA,France,0.864,DC,735,0.2560083594566353
Syrian Arab Rep.,0.364,"MENA, FS",Somalia,0.455,"MENA, FS",726,0.41040135669869982
Sierra Leone,0.601,SSA,France,0.864,DC,726,0.32556053811659191
Türkiye,0.664,CEE&CA,Greece,0.752,DC,723,0.23307543520309479
India,0.607,SA,Italy,0.811,DC,722,0.10837586310417292
Morocco,0.668,MENA,France,0.864,DC,715,0.29303278688524592
Cote d'Ivoire,0.589,SSA,Liberia,0.512,SSA,712,0.46996699669966996
Sudan,0.397,"MENA, FS",Niger,0.492,"SSA, FS",706,0.30106609808102347
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",Belgium,0.912,DC,701,0.50944767441860461
Egypt,0.617,MENA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,691,0.24356714839619317
Dem. Rep. of the Congo,0.583,"SSA, FS",Greece,0.752,DC,682,0.36904761904761907
Central African Rep.,0.362,"SSA, FS",Benin,0.587,SSA,681,0.45796906523201075
Central African Rep.,0.362,"SSA, FS",Nigeria,0.495,"SSA, FS",674,0.5621351125938282
Bangladesh,0.526,SA,Ireland,0.891,DC,672,0.41765071472964577
Burkina Faso,0.507,"SSA, FS",France,0.864,DC,672,0.5014925373134328
Rwanda,0.624,SSA,Belgium,0.912,DC,668,0.50453172205438068
Georgia,0.798,CEE&CA,Spain,0.862,DC,659,0.37786697247706424
Uganda,0.587,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,657,0.3654060066740823
Niger,0.492,"SSA, FS",Burkina Faso,0.507,"SSA, FS",657,0.52476038338658149
Niger,0.492,"SSA, FS",Cameroon,0.451,"SSA, FS",656,0.10100076982294072
Ghana,0.639,SSA,Germany,0.869,DC,655,0.39174641148325356
South Africa,0.648,SSA,Ireland,0.891,DC,651,0.56314878892733566
Stateless,,,France,0.864,DC,649,0.25145292522278184
Nicaragua,0.659,LAC,Canada,0.885,DC,648,0.4302788844621514
Afghanistan,0.279,"SA, FS",Syrian Arab Rep.,0.364,"MENA, FS",643,0.45667613636363635
Russian Federation,0.718,CEE&CA,Switzerland,0.877,DC,640,0.507533703409992
Somalia,0.455,"MENA, FS",Mozambique,0.548,"SSA, FS",635,0.27113578138343297
Uganda,0.587,SSA,South Africa,0.648,SSA,634,0.25208747514910534
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",Iceland,0.932,DC,628,0.31478696741854639
Brazil,0.632,LAC,Italy,0.811,DC,626,0.43232044198895025
Pakistan,0.462,SA,Netherlands (Kingdom of the),0.905,DC,622,0.21134896364254163
Jordan,0.686,MENA,Germany,0.869,DC,621,0.35104578858111929
Russian Federation,0.718,CEE&CA,Finland,0.921,DC,621,0.3310234541577825
Unknown ,,,Switzerland,0.877,DC,621,0.49285714285714288
Cameroon,0.451,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,620,0.3139240506329114
State of Palestine,,,Canada,0.885,DC,620,0.41722745625841184
Dominican Rep.,0.675,LAC,Mexico,0.558,LAC,619,0.31694828469022018
Cuba,,,Trinidad and Tobago,0.685,LAC,612,0.44573925710123818
Syrian Arab Rep.,0.364,"MENA, FS",Luxembourg,0.918,DC,612,0.20164744645799013
South Sudan,0.411,"SSA, FS",Libya,0.608,"MENA, FS",612,0.45400593471810091
Bosnia and Herzegovina,0.753,CEE&CA,Switzerland,0.877,DC,611,0.48762968874700718
Algeria,0.621,MENA,Germany,0.869,DC,607,0.26751873071837812
Sudan,0.397,"MENA, FS",Greece,0.752,DC,607,0.30441323971915746
Colombia,0.551,LAC,Belgium,0.912,DC,602,0.486661277283751
Ukraine,0.645,"CEE&CA, FS",Canada,0.885,DC,598,0.0078637648760602284
Djibouti,0.56,MENA,France,0.864,DC,598,0.45337376800606521
Kazakhstan,0.722,CEE&CA,France,0.864,DC,596,0.49013157894736842
Mauritania,0.475,SSA,Spain,0.862,DC,594,0.4200848656294201
Cuba,,,Paraguay,0.768,LAC,593,0.37507906388361795
Iraq,0.51,"MENA, FS",United Arab Emirates,0.872,MENA,591,0.5094827586206897
Barbados,0.807,LAC,Canada,0.885,DC,590,0.58941058941058944
Nepal,0.631,SA,Canada,0.885,DC,587,0.32829977628635348
Stateless,,,Canada,0.885,DC,585,0.071638501102130783
Myanmar,0.442,"EAP, FS",Denmark,0.939,DC,581,0.48016528925619834
Honduras,0.561,LAC,Costa Rica,0.824,LAC,577,0.4127324749642346
Egypt,0.617,MENA,Italy,0.811,DC,574,0.022937979539641943
Russian Federation,0.718,CEE&CA,Italy,0.811,DC,572,0.35461872287662738
Myanmar,0.442,"EAP, FS",Germany,0.869,DC,571,0.34069212410501193
Congo,0.583,"SSA, FS",Canada,0.885,DC,568,0.42867924528301887
Tunisia,0.671,MENA,Germany,0.869,DC,567,0.23853596970971813
Guinea,0.527,SSA,Morocco,0.668,MENA,566,0.23311367380560133
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Denmark,0.939,DC,565,0.47122602168473726
Guinea-Bissau,0.508,"SSA, FS",France,0.864,DC,565,0.39400278940027894
Somalia,0.455,"MENA, FS",Indonesia,0.678,EAP,562,0.45068163592622296
Pakistan,0.462,SA,Madagascar,0.466,SSA,562,0.46755407653910147
Russian Federation,0.718,CEE&CA,Sweden,0.924,DC,557,0.42714723926380366
Brazil,0.632,LAC,Spain,0.862,DC,557,0.50225428313796217
Viet Nam,0.721,EAP,Canada,0.885,DC,557,0.48017241379310344
Burundi,0.407,"SSA, FS",Germany,0.869,DC,553,0.326061320754717
Türkiye,0.664,CEE&CA,Finland,0.921,DC,551,0.40336749633967789
Russian Federation,0.718,CEE&CA,Denmark,0.939,DC,551,0.45163934426229507
Eritrea,,,Djibouti,0.56,MENA,546,0.35850295469468157
Colombia,0.551,LAC,Netherlands (Kingdom of the),0.905,DC,545,0.38032100488485693
Sudan,0.397,"MENA, FS",Lebanon,0.575,"MENA, FS",545,0.2084130019120459
Türkiye,0.664,CEE&CA,Norway,0.924,DC,544,0.281282316442606
Mongolia,0.799,EAP,France,0.864,DC,543,0.46252129471890974
China,0.685,EAP,United Kingdom of Great Britain and Northern Ireland,0.864,DC,541,0.15230855855855857
State of Palestine,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,540,0.33623910336239105
South Sudan,0.411,"SSA, FS",Sweden,0.924,DC,540,0.58315334773218142
Yemen,0.323,"MENA, FS",Sudan,0.397,"MENA, FS",540,0.51428571428571423
Uganda,0.587,SSA,Germany,0.869,DC,535,0.50903901046622269
Belarus,0.739,CEE&CA,France,0.864,DC,534,0.44686192468619246
Afghanistan,0.279,"SA, FS",Mexico,0.558,LAC,533,0.24326791419443178
Chad,0.476,"SSA, FS",Canada,0.885,DC,531,0.16883942766295706
India,0.607,SA,Germany,0.869,DC,530,0.2058252427184466
Algeria,0.621,MENA,Ireland,0.891,DC,519,0.175397093612707
Lebanon,0.575,"MENA, FS",Denmark,0.939,DC,518,0.47219690063810393
Sierra Leone,0.601,SSA,Greece,0.752,DC,518,0.33505821474773612
El Salvador,0.691,LAC,Canada,0.885,DC,517,0.45792736935341011
Somalia,0.455,"MENA, FS",India,0.607,SA,513,0.455595026642984
Botswana,0.658,SSA,Ireland,0.891,DC,511,0.63399503722084372
China,0.685,EAP,Austria,0.898,DC,507,0.53993610223642174
Iran (Islamic Rep. of),0.608,SA,Greece,0.752,DC,506,0.30119047619047618
Chad,0.476,"SSA, FS",Sudan,0.397,"MENA, FS",504,0.52066115702479343
Ecuador,0.612,LAC,Canada,0.885,DC,502,0.45761166818596172
Nigeria,0.495,"SSA, FS",Spain,0.862,DC,501,0.41576763485477181
